"","Promedio","Minimo","Maximo","desv. estand."
"1",0.614231182686618,0.0357142857142857,0.964285714285714,0.1223985778722
"2",0.579360300847076,0.0384615384615385,0.928571428571429,0.116124923394242
"3",0.734877165899549,0.0256410256410256,0.974358974358974,0.173853311199188
"4",0.730939505117637,0.027027027027027,0.973684210526316,0.169008351148355
"5",0.73249752585832,0.0256410256410256,0.974358974358974,0.17124908281955
"6",0.73285585407695,0.025,0.974358974358974,0.175915458156053
"7",0.677722078995237,0.0277777777777778,0.921052631578947,0.14703611285066
"8",0.633904219281779,0.03125,0.96875,0.128577617204266
"9",0.65308835144802,0.032258064516129,0.939393939393939,0.133915841700916
"10",0.638204884189297,0.0344827586206897,0.966666666666667,0.131077147538219
"11",0.670526901516366,0.032258064516129,0.967741935483871,0.141083084411529
"12",0.638204884189297,0.0344827586206897,0.966666666666667,0.131077147538219
"13",0.602176365912858,0.0357142857142857,0.931034482758621,0.121225897660945
"14",0.715581416377361,0.0263157894736842,0.973684210526316,0.172055907798721
"15",0.752913209903235,0.025,0.951219512195122,0.186409876837114
"16",0.752913209903235,0.025,0.951219512195122,0.186409876837114
"17",0.734877165899549,0.0256410256410256,0.974358974358974,0.173853311199188
"18",0.742589928202837,0.027027027027027,0.973684210526316,0.16798492246303
"19",0.743027039282225,0.0256410256410256,0.974358974358974,0.170324129576465
"20",0.72420831897721,0.0256410256410256,0.974358974358974,0.167554167331312
"21",0.72420831897721,0.0256410256410256,0.974358974358974,0.167554167331312
"22",0.654132048079817,0.0303030303030303,0.96969696969697,0.134189153322261
"23",0.65308835144802,0.032258064516129,0.939393939393939,0.133915841700916
"24",0.638204884189297,0.0344827586206897,0.966666666666667,0.131077147538219
"25",0.657898354827868,0.0333333333333333,0.967741935483871,0.136821259738353
"26",0.657898354827868,0.0333333333333333,0.967741935483871,0.136821259738353
"27",0.247484167332195,0.0714285714285714,0.909090909090909,0.0850238143795037
"28",0.185465322158114,0.0909090909090909,0.875,0.077226109322632
"29",0.46659685431523,0.0416666666666667,0.904761904761905,0.100967694207098
"30",0.441174511669723,0.0434782608695652,0.95,0.0924250333522398
"31",0.423303866902614,0.0454545454545455,0.857142857142857,0.0786916823831572
"32",0.385245828350469,0.05,0.833333333333333,0.0778117939819071
"33",0.395892100968643,0.0476190476190476,0.75,0.0677223590830773
"34",0.640632173503179,0.03125,0.861111111111111,0.140059445073327
"35",0.766727539730969,0.024390243902439,0.975609756097561,0.193951911983257
"36",0.715581416377361,0.0263157894736842,0.973684210526316,0.172055907798721
"37",0.752913209903235,0.025,0.951219512195122,0.186409876837114
"38",0.752913209903235,0.025,0.951219512195122,0.186409876837114
"39",0.754621408565023,0.025,0.974358974358974,0.179414931277277
"40",0.742589928202837,0.027027027027027,0.973684210526316,0.16798492246303
"41",0.743027039282225,0.0256410256410256,0.974358974358974,0.170324129576465
"42",0.742309809281922,0.0263157894736842,0.973684210526316,0.170343369418162
"43",0.723970275083368,0.0263157894736842,0.973684210526316,0.163596124837264
"44",0.674242607815366,0.0294117647058824,0.96969696969697,0.139949986778695
"45",0.6332560406547,0.03125,0.96875,0.128044934445796
"46",0.659450890562232,0.03125,0.939393939393939,0.134804993585039
"47",0.707445141105156,0.0303030303030303,0.970588235294118,0.152916386873962
"48",0.367066003365362,0.05,0.777777777777778,0.0771663342165384
"49",0.213182517483283,0.0833333333333333,0.888888888888889,0.0905226109757677
"50",0.190017895752889,0.0909090909090909,0.875,0.091443100762583
"51",0.253849851152214,0.0714285714285714,0.909090909090909,0.0896080744204869
"52",0.2525661677698,0.0714285714285714,0.909090909090909,0.0962929533681924
"53",0.2525661677698,0.0714285714285714,0.909090909090909,0.0962929533681924
"54",0.165170476979256,0.0625,0.857142857142857,0.0876188343515026
"55",0.717666722290255,0.027027027027027,0.9,0.162139256973512
"56",0.68312748104511,0.0285714285714286,0.942857142857143,0.149859350694582
"57",0.735379630889626,0.0256410256410256,0.973684210526316,0.177589122852485
"58",0.766727539730969,0.024390243902439,0.975609756097561,0.193951911983257
"59",0.766727539730969,0.024390243902439,0.975609756097561,0.193951911983257
"60",0.786421512834104,0.0238095238095238,0.976190476190476,0.199555874310867
"61",0.790276765073865,0.0238095238095238,0.976190476190476,0.193467014966256
"62",0.767110302934366,0.0256410256410256,0.951219512195122,0.18295965532857
"63",0.798400448763856,0.024390243902439,0.976190476190476,0.197353745622249
"64",0.79868404285309,0.0232558139534884,0.976744186046512,0.200954183833731
"65",0.759162965842943,0.025,0.974358974358974,0.178470427366738
"66",0.740124289509359,0.0256410256410256,0.974358974358974,0.17170934587185
"67",0.674242607815366,0.0294117647058824,0.96969696969697,0.139949986778695
"68",0.113686439082871,0.0666666666666667,0.8,0.0807286179211452
"69",0.0305170026248243,0.0217391304347826,0.5,0.0342965201827644
"70",0.0305170026248243,0.0217391304347826,0.5,0.0342965201827644
"71",0.109382695515515,0.0487804878048781,0.8,0.0728948204128446
"72",0.114480039085352,0.032258064516129,0.8,0.0823224697952853
"73",0.139797984365675,0.03125,0.833333333333333,0.0813992785629117
"74",0.247484167332195,0.0714285714285714,0.909090909090909,0.0850238143795037
"75",0.342059011580064,0.0555555555555556,0.933333333333333,0.0951119618213705
"76",0.205973522294486,0.0833333333333333,0.7,0.0679209141652703
"77",0.205973522294486,0.0833333333333333,0.7,0.0679209141652703
"78",0.223158743160805,0.0769230769230769,0.777777777777778,0.0723723908170332
"79",0.228420938093052,0.0769230769230769,0.9,0.0936473201646353
"80",0.316278246854387,0.0588235294117647,0.866666666666667,0.0896354229702243
"81",0.183226508951365,0.0909090909090909,0.875,0.0910679468463819
"82",0.183226508951365,0.0909090909090909,0.875,0.0910679468463819
"83",0.204254934555017,0.0833333333333333,0.888888888888889,0.0933994647671613
"84",0.208860682411276,0.0833333333333333,0.888888888888889,0.096882981131002
"85",0.139769793540345,0.0645161290322581,0.833333333333333,0.0853892644156379
"86",0.447830304656267,0.05,0.95,0.0946351225637949
"87",0.672971486923576,0.032258064516129,0.96875,0.146237194093574
"88",0.641617405074168,0.03125,0.882352941176471,0.133445638656923
"89",0.67765807569539,0.0285714285714286,0.942857142857143,0.149988045085276
"90",0.583765038123389,0.0344827586206897,0.896551724137931,0.118859121999715
"91",0.766727539730969,0.024390243902439,0.975609756097561,0.193951911983257
"92",0.766727539730969,0.024390243902439,0.975609756097561,0.193951911983257
"93",0.786421512834104,0.0238095238095238,0.976190476190476,0.199555874310867
"94",0.787876136128674,0.025,0.975609756097561,0.194578835779449
"95",0.767110302934366,0.0256410256410256,0.951219512195122,0.18295965532857
"96",0.767110302934366,0.0256410256410256,0.951219512195122,0.18295965532857
"97",0.767110302934366,0.0256410256410256,0.951219512195122,0.18295965532857
"98",0.759162965842943,0.025,0.974358974358974,0.178470427366738
"99",0.764866075769156,0.0263157894736842,0.95,0.177245078644018
"100",0.113686439082871,0.0666666666666667,0.8,0.0807286179211452
"101",0.113686439082871,0.0666666666666667,0.8,0.0807286179211452
"102",0.0603821341019872,0.0238095238095238,0.666666666666667,0.0606936173166992
"103",0.113686439082871,0.0666666666666667,0.8,0.0807286179211452
"104",0.247484167332195,0.0714285714285714,0.909090909090909,0.0850238143795037
"105",0.247484167332195,0.0714285714285714,0.909090909090909,0.0850238143795037
"106",0.247484167332195,0.0714285714285714,0.909090909090909,0.0850238143795037
"107",0.425405873826096,0.0454545454545455,0.947368421052632,0.0949525435095814
"108",0.337914287622999,0.0588235294117647,0.933333333333333,0.0887636310594876
"109",0.337914287622999,0.0588235294117647,0.933333333333333,0.0887636310594876
"110",0.35766633462296,0.0555555555555556,0.933333333333333,0.0878322099252756
"111",0.398370422166478,0.05,0.944444444444444,0.0841376561419022
"112",0.398370422166478,0.05,0.944444444444444,0.0841376561419022
"113",0.418897767362432,0.0555555555555556,0.944444444444444,0.0833931782702918
"114",0.625497396361545,0.0344827586206897,0.9,0.12408077060917
"115",0.656626912875612,0.032258064516129,0.9375,0.139868642362491
"116",0.427367554971212,0.0454545454545455,0.947368421052632,0.100480560705768
"117",0.427367554971212,0.0454545454545455,0.947368421052632,0.100480560705768
"118",0.44269979547027,0.0434782608695652,0.95,0.0956432428441147
"119",0.157737863515666,0.0930232558139535,0.857142857142857,0.0860957612821239
"120",0.133112051127982,0.0714285714285714,0.833333333333333,0.0859097841839562
"121",0.154337659015123,0.0689655172413793,0.857142857142857,0.0874104505831361
"122",0.132796834041578,0.0666666666666667,0.833333333333333,0.070708449455238
"123",0.108527252755707,0.032258064516129,0.666666666666667,0.0542399250314229
"124",0.317403695448619,0.0714285714285714,0.866666666666667,0.0872455373388248
"125",0.567682863414275,0.037037037037037,0.961538461538462,0.117227320434162
"126",0.672971486923576,0.032258064516129,0.96875,0.146237194093574
"127",0.68041402211692,0.03125,0.941176470588235,0.144101593727832
"128",0.647437899385134,0.03125,0.914285714285714,0.144009630696165
"129",0.565051123906259,0.0357142857142857,0.962962962962963,0.121908029637434
"130",0.544962246274583,0.037037037037037,0.962962962962963,0.115380308908119
"131",0.652890231613313,0.0303030303030303,0.941176470588235,0.143831428988323
"132",0.786421512834104,0.0238095238095238,0.976190476190476,0.199555874310867
"133",0.75556274903863,0.0263157894736842,0.974358974358974,0.182737944969704
"134",0.792861018036306,0.025,0.975609756097561,0.189972616716604
"135",0.806021297551051,0.0232558139534884,0.976744186046512,0.200479866777818
"136",0.821378798304898,0.0227272727272727,0.977272727272727,0.208366361378712
"137",0.63997664552782,0.0344827586206897,0.966666666666667,0.131852515026705
"138",0.199287710034485,0.111111111111111,0.888888888888889,0.0840429998683655
"139",0.154976413503325,0.0909090909090909,0.833333333333333,0.0762167645521069
"140",0.154976413503325,0.0909090909090909,0.833333333333333,0.0762167645521069
"141",0.113686439082871,0.0666666666666667,0.8,0.0807286179211452
"142",0.0526718913076168,0.0277777777777778,0.5,0.0260215644608613
"143",0.247484167332195,0.0714285714285714,0.909090909090909,0.0850238143795037
"144",0.27267177973214,0.0666666666666667,0.916666666666667,0.0901183251353826
"145",0.249818233219513,0.0714285714285714,0.909090909090909,0.0906971855360672
"146",0.44409586141813,0.0454545454545455,0.947368421052632,0.093413774919702
"147",0.357289703691397,0.0555555555555556,0.9375,0.0882459861508057
"148",0.357289703691397,0.0555555555555556,0.9375,0.0882459861508057
"149",0.357289703691397,0.0555555555555556,0.9375,0.0882459861508057
"150",0.398370422166478,0.05,0.944444444444444,0.0841376561419022
"151",0.49970574419911,0.0384615384615385,0.884615384615385,0.0901428157644671
"152",0.56174149404567,0.0384615384615385,0.884615384615385,0.104634705592491
"153",0.695944247491891,0.0303030303030303,0.970588235294118,0.151570212475695
"154",0.681875252474943,0.03125,0.96969696969697,0.14879515571016
"155",0.530661756459147,0.0357142857142857,0.833333333333333,0.104642958996049
"156",0.427367554971212,0.0454545454545455,0.947368421052632,0.100480560705768
"157",0.427367554971212,0.0454545454545455,0.947368421052632,0.100480560705768
"158",0.178942832198144,0.103448275862069,0.875,0.0888334314831585
"159",0.133112051127982,0.0714285714285714,0.833333333333333,0.0859097841839562
"160",0.154337659015123,0.0689655172413793,0.857142857142857,0.0874104505831361
"161",0.0875632015487198,0.0333333333333333,0.75,0.0777359792495365
"162",0.132796834041578,0.0666666666666667,0.833333333333333,0.070708449455238
"163",0.132796834041578,0.0666666666666667,0.833333333333333,0.070708449455238
"164",0.158172970623645,0.0909090909090909,0.833333333333333,0.0722203889218805
"165",0.317403695448619,0.0714285714285714,0.866666666666667,0.0872455373388248
"166",0.563403809410288,0.04,0.862068965517241,0.115463400274594
"167",0.653962544661463,0.0333333333333333,0.967741935483871,0.141675062111425
